Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2012-07-31,27.6461,27.6726,24.797,25.5033,4489159.0068902
2012-08-31,25.8519,26.8446,24.6954,24.8756,3835016.7674146
2012-09-30,24.9205,25.8912,24.3532,25.0559,5035257.0111549
2012-10-31,25.0559,25.302,21.8243,22.43,4972472.113156
2012-11-30,22.548,24.6725,21.7575,24.3532,5446389.0706168
2012-12-31,24.3934,26.1255,24.2251,25.432,4170268.1216215
2013-01-31,25.7952,26.2151,24.9534,25.2343,5891749.2552529
2013-02-28,25.2343,25.6268,22.7731,24.2059,3110867.3720242
2013-03-31,24.1409,25.6835,22.301,23.5535,5058606.9382304
2013-04-30,23.9286,24.3651,22.4931,24.033,4899911.810375
2013-05-31,24.1117,26.8986,23.3257,25.097,20141399.6499
2013-06-30,25.097,26.5381,24.3596,25.1501,10236674.04447
2013-07-31,25.399,28.0569,24.8793,26.8748,5891498.9681671
2013-08-31,27.0523,27.6131,26.303,27.035,5210529.0133763
2013-09-30,27.324,29.1146,24.3368,28.7431,6307080.4543808
2013-10-31,28.4229,30.7149,27.9389,29.7167,8338613.7323964
2013-11-30,30.1247,31.1284,29.2491,30.1887,3049378.720679
2013-12-31,30.154,30.6554,26.1429,27.1529,4771298.1299497
2014-01-31,27.2417,28.755,25.7833,27.1941,3246637.7329629
2014-02-28,27.2654,29.2143,26.7869,29.2143,3883491.5832567
2014-03-31,27.702,28.605,27.2883,27.7322,3220529.1831605
2014-04-30,27.5079,27.7202,26.1062,26.5802,2260998.445567
2014-05-31,26.4045,26.7284,25.2873,25.668,4607473.7562711
2014-06-30,25.7312,27.0441,25.4237,25.8125,3005586.131367
2014-07-31,25.9718,26.6543,24.6085,26.0962,2630966.4765958
2014-08-31,25.8894,27.3002,25.7503,26.5481,2762372.6614059
2014-09-30,26.5546,29.2455,26.2783,29.2455,2960865.6218114
2014-10-31,29.2455,31.38,27.3002,31.38,5970249.7777332
2014-11-30,31.38,33.8906,30.1256,33.7652,4327010.1358426
2014-12-31,33.8906,33.8906,30.8091,32.0086,5568171.7716271
2015-01-31,32.0516,34.4872,31.2867,34.4872,3768801.0783143
2015-02-28,34.2987,34.9575,32.4404,33.9537,2528984.8722353
2015-03-31,33.9537,37.8451,33.9537,37.0289,11122879.409588
2015-04-30,37.0042,38.9119,36.3135,38.0775,3640661.7410996
2015-05-31,38.19,39.5743,36.2512,39.5743,3343925.0882695
2015-06-30,39.6081,40.4316,37.1479,38.1964,4209082.2931357
2015-07-31,38.8817,39.9037,36.7718,38.0381,3885000.9564683
2015-08-31,38.0582,38.5587,33.005,34.5558,3994926.1701709
2015-09-30,34.4624,37.1479,34.232,35.6235,4027605.5756921
2015-10-31,35.6364,38.222,35.6171,37.6813,3547302.4721958
2015-11-30,37.662,39.0665,34.6336,37.8268,3205186.2569161
2015-12-31,38.0582,38.5185,34.7662,37.4635,4058984.3627328
2016-01-31,36.8038,38.0582,35.3728,37.0216,5598260.8697542
2016-02-29,36.8249,38.9147,36.0719,37.662,5047301.3940594
2016-03-31,38.1104,40.1352,37.2998,39.9622,3643756.9944921
2016-04-30,39.0592,41.1636,38.1891,38.1891,2797559.3096117
2016-05-31,38.63,38.9485,35.8495,38.4846,3813752.201735
2016-06-30,38.5203,38.8414,33.5759,36.4068,3782835.7353811
2016-07-31,36.6721,40.0254,35.2851,37.3555,3534952.0614135
2016-08-31,37.6557,40.298,37.5083,39.7555,2629711.7622968
2016-09-30,39.7473,40.0821,38.2833,38.8479,3121965.2544209
2016-10-31,38.8479,39.0006,35.7022,36.5056,4385401.3478818
2016-11-30,36.469,37.0628,33.8266,36.6721,4214196.237565
2016-12-31,36.6099,39.3996,36.0024,37.6273,5064219.2709178
2017-01-31,37.9695,40.1517,37.6557,40.0958,3444429.0151629
2017-02-28,40.159,40.459,37.8157,39.0501,3839599.5348845
2017-03-31,39.0994,39.8863,36.7837,37.8652,4023522.289437
2017-04-30,38.0042,38.6594,36.8322,38.0738,3433257.9046668
2017-05-31,38.771,40.2349,35.6894,35.6894,3831555.3735255
2017-06-30,36.4936,38.0189,35.0773,35.963,4627713.1285602
2017-07-31,35.9401,35.9547,32.7405,33.3444,4067251.48726
2017-08-31,33.1825,33.5503,31.929,33.4039,5767211.2103858
2017-09-30,33.4039,36.1332,33.1825,34.1331,4590574.4596768
2017-10-31,34.2136,35.3427,33.2557,35.1734,4107271.1900214
2017-11-30,35.2694,35.2988,31.4129,32.7918,2731022.2912396
2017-12-31,32.8137,33.3966,30.8594,32.4312,5737694.8215728
2018-01-31,32.563,35.4533,31.0141,34.2584,4376733.1082434
2018-02-28,34.2136,34.8485,31.4413,34.8485,3107236.5698455
2018-03-31,34.6574,36.264,32.8861,33.1825,4047950.9647817
2018-04-30,33.1825,35.1588,32.445,32.445,2068728.7806477
2018-05-31,32.4596,36.8212,31.5749,36.2676,2361341.7078246
2018-06-30,36.1743,36.2676,29.8996,31.638,6467523.2200097
2018-07-31,31.843,36.4424,31.7177,36.4424,5268114.716323
2018-08-31,36.3473,38.3236,33.693,36.2676,4515687.2520679
2018-09-30,36.3473,37.674,33.5658,37.6593,9680997.3676305
2018-10-31,37.6593,38.3071,35.1779,38.1644,2838722.245088
2018-11-30,38.1644,39.1131,35.4936,37.9585,2534672.6189354
2018-12-31,38.5596,39.3493,36.2676,36.4424,1762945.7251588
2019-01-31,36.5056,39.223,36.0307,37.9274,2485622.9078657
2019-02-28,38.3236,44.2487,37.2952,41.9577,3209406.1627595
2019-03-31,42.1151,43.6568,39.7839,41.0089,2147688.3449447
2019-04-30,41.0089,44.2487,40.4563,41.8791,1381946.4820923
2019-05-31,41.5616,44.4885,40.0437,42.934,2085961.4290375
2019-06-30,42.5973,46.8829,42.5973,44.7831,1220673.0693664
2019-07-31,45.3705,48.7312,44.5306,46.0851,2253415.511938
2019-08-31,46.1272,47.807,44.9497,47.0092,1177343.893698
2019-09-30,46.925,47.8912,41.6064,42.8919,1379074.1918678
2019-10-31,42.472,45.3705,41.5899,43.1024,2408904.9977736
2019-11-30,43.6897,48.1008,43.1445,47.5966,1347547.8556718
2019-12-31,47.4712,56.7131,46.8829,53.4779,2261182.0622936
2020-01-31,53.3937,56.2511,52.5958,53.7725,1839163.0610794
2020-02-29,53.6042,57.2173,50.9581,50.9992,1705649.6557393
2020-03-31,50.7477,55.2428,43.0181,48.7312,3678125.0181247
2020-04-30,48.6479,58.3939,47.8912,56.209,2571373.0121795
2020-05-31,56.209,62.5103,54.1924,61.3346,2250932.314301
2020-06-30,62.1745,65.1892,57.3033,57.8294,2246203.0906325
2020-07-31,58.092,63.0867,54.5877,56.0773,1595958.3347719
2020-08-31,56.0773,66.1536,56.0773,62.2101,1252421.2757738
2020-09-30,62.298,65.1892,58.3555,60.8962,1073322.8321234
