Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2014-08-31,124.588,137.621,121.82,137.329,243586.86130299
2014-09-30,138.123,163.103,136.799,155.678,385217.51823097
2014-10-31,156.025,160.272,142.142,157.897,209258.75911474
2014-11-30,157.897,168.766,155.879,166.473,179931.02188977
2014-12-31,166.501,166.501,151.778,161.368,322895.25546003
2015-01-31,161.395,163.423,144.973,155.732,390770.80290225
2015-02-28,156.025,184.064,155.769,179.918,186382.11678
2015-03-31,179.918,181.552,167.113,169.898,178704.74451757
2015-04-30,168.309,180.365,167.268,179.497,186020.8029114
2015-05-31,180.484,189.909,176.1,182.63,298333.57662901
2015-06-30,183.069,185.662,161.468,170.465,139705.83940982
2015-07-31,170.748,180.694,166.218,180.694,290493.06568046
2015-08-31,180.749,197.928,165.304,179.808,161485.40145264
2015-09-30,177.726,184.384,164.044,172.373,224343.06568341
2015-10-31,174.629,176.182,156.089,165.231,223233.94159587
2015-11-30,166.373,174.118,162.089,172.373,141802.55473819
2015-12-31,174.282,187.261,160.482,186.037,433861.31384923
2016-01-31,186.037,186.037,158.29,165.094,287012.4087463
2016-02-29,165.386,174.511,165.14,168.775,269603.64962299
2016-03-31,169.67,193.17,167.021,190.202,296578.46714004
2016-04-30,190.494,210.386,180.164,195.554,124460.58393605
2016-05-31,195.572,206.258,191.398,196.157,92320.072988577
2016-06-30,196.741,200.906,184.201,189.544,123948.17517695
2016-07-31,189.608,213.894,181.324,211.528,279066.7883087
2016-08-31,211.528,234.818,211.528,232.937,150344.89050423
2016-09-30,232.937,255.551,231.676,247.23,167002.55473707
2016-10-31,248.618,255.605,229.849,245.906,507309.85399194
2016-11-30,245.531,250.573,224.315,228.845,270410.58392953
2016-12-31,230.425,245.531,229.219,244.271,191829.19707172
2017-01-31,244.234,273.863,235.165,270.712,157441.97079589
2017-02-28,271.333,276.914,258.218,258.638,339504.74451038
2017-03-31,263.086,269.771,243.823,249.276,181832.84670721
2017-04-30,247.413,270.091,245.878,268.511,230204.01458826
2017-05-31,270.091,280.156,260.099,270.712,195043.79561173
2017-06-30,270.712,277.023,265.168,273.863,90967.883207616
2017-07-31,274.311,274.311,262.967,263.506,147512.40875254
2017-08-31,263.597,277.398,260.2,272.055,281289.41604583
2017-09-30,272.009,274.694,261.798,272.356,161193.06568623
2017-10-31,263.926,274.32,255.916,266.913,257107.66422209
2017-11-30,269.488,270.191,253.724,261.834,241502.18977023
2017-12-31,256.519,279.425,256.519,277.051,179029.9269993
2018-01-31,277.398,282.129,266.575,273.342,75633.941602461
2018-02-28,272.657,272.657,245.257,245.933,106321.53284197
2018-03-31,245.257,253.724,228.005,232.06,76347.810215568
2018-04-30,234.772,247.961,213.464,242.216,157639.05108785
2018-05-31,240.179,253.724,231.384,246.947,119866.42335231
2018-06-30,245.257,261.496,223.41,232.863,190705.83940754
2018-07-31,234.316,239.777,225.593,233.229,53627.737223882
2018-08-31,233.229,283.818,233.229,281.992,339226.64232061
2018-09-30,282.357,283.818,257.615,279.809,127883.21167312
2018-10-31,279.809,282.357,243.787,248.153,75420.437952836
2018-11-30,248.509,256.884,231.777,246.326,37408.029195409
2018-12-31,246.691,252.518,228.498,239.412,36999.635034844
2019-01-31,240.143,254.336,233.959,248.509,46192.33576436
2019-02-28,248.153,264.894,240.143,251.422,54677.737223835
2019-03-31,251.422,262.711,232.863,234.69,40751.824815698
